id,data,descricao,nota,categoria,grupo,valor,conta_cartao,recorrente
42c16da4-ad4d-4b0f-9d4d-3f0cdd6638de,2026-05-01,Mercado,,Alimentação,Mercado,42.13,Cartão Ana,False
275ebc47-9e9e-43aa-a319-3d912e99ffaf,2026-05-01,Mercado,,Alimentação,Mercado,35.68,Cartão Ana,False
cf3a26dd-b652-4253-8313-cd791bd77707,2026-05-01,Ifood,,Alimentação,Comida,7.89,Cartão Ana,False
f1177c54-454a-49db-b91e-0604533377f4,2026-05-01,Pica Pau,,Alimentação,Comida,41.0,Cartão Ana,False
b7f7c95d-13cd-4f9b-a09a-0aeeefdeae7c,2026-05-05,Padaria,,Alimentação,Mercado,16.78,Cartão Ana,False
256cad05-079a-4d90-bec3-eda8a5250c74,2026-05-05,Papelaria,Caneta Agaya,,Gastos inesperados,9.95,Cartão Ana,False
9f3209ed-0213-4326-91e3-3ce6cce65751,2026-05-05,Droga Farma,,Saúde,Farmácia,68.33,Cartão Ana,False
53438d17-382d-46a6-8ac0-bb3c7d167096,2026-05-05,Almoço,,Alimentação,Comida,33.9,Cartão Ana,False
d2f4dfa4-e710-402e-8c01-96b7a9ab0a96,2026-05-05,Estrela Frios,,Alimentação,Mercado,48.75,Cartão Ana,False
d34b8534-c870-419d-a91d-69a4a9c3d4a8,2026-05-05,Gas,,Transporte,Carro,100.0,Cartão Ana,False
90131682-8a5c-4339-8265-36160b4ae9e4,2026-05-06,Beck,,Extra,Lazer,42.49,Cartão Renato,False
d3661637-5856-4d47-8a9f-a112e2cd1b34,2026-05-06,Patrocinio,,Alimentação,Mercado,37.21,Cartão Renato,False
38759a9d-292e-44ac-b51a-5a4cd5c5a705,2026-05-06,Ubers SP,,Entretenimento,Lazer,183.26,Cartão Renato,False
e242f12b-738c-4ae5-b4fd-dda00d1b240f,2026-05-09,Sassa,,Alimentação,Comida,38.0,Cartão Renato,False
1c0193c0-25f9-463e-b7f5-c81e92d78f12,2026-05-09,Beck,,Alimentação,Mercado,18.98,Cartão Renato,False
3cc5d99f-d9f2-4fe1-8a75-0b00336eddfd,2026-05-09,Patrocinio,,Alimentação,Mercado,9.86,Cartão Renato,False
3e987efb-dfe8-4ee1-b3d2-6e477f827250,2026-05-10,Fatura ML,,Alimentação,Mercado,797.0,Cartão Renato,False
4f34cdc6-01ab-4c5c-90e6-5b3da1cd1ea1,2026-05-11,SP tw,,Entretenimento,Lazer,110.0,Pix,False
5325bbec-0c5c-4c98-a035-cced82c1ff92,2026-05-05,Franca Shopping,,Entretenimento,Lazer,4.8,Cartão Ana,False
9b217df6-4eaa-401a-bf96-ba515da1c89f,2026-05-08,Paulistão,,Alimentação,Mercado,487.64,Cartão Ana,False
fda209bd-a0f2-4eed-b193-0fd5a74de6eb,2026-05-08,Padaria,,Alimentação,Mercado,9.44,Cartão Ana,False
153518f6-29e2-46fd-a65e-e3c46f0e9ed4,2026-05-08,Amazon,Shampoo/Patê,Alimentação,Mercado,72.84,Cartão Ana,False
ad693a34-8028-4ec1-8d47-7bf29b4442fe,2026-05-08,YES,Paia,Entretenimento,Entretenimento,32.0,Cartão Ana,False
24d80842-f95f-4ab5-9520-06a80549f42e,2026-05-08,Time Warp,Ana,Entretenimento,Entretenimento,335.01,Pix,False
edbc9168-ff2d-4173-8358-28888a3256f6,2026-05-11,Instituição Salve Cão,,,Gastos inesperados,10.0,Pix,False
8937b95e-d7f9-4cda-8947-de7856ea7b93,2026-05-11,Costureira,Vestido Ana,,Gastos inesperados,50.0,Pix,False
081a4136-6c00-4bc4-8d21-86f4af053894,2026-05-11,Ovo,,Alimentação,Mercado,20.0,Pix,False
2f37df6e-b96b-4395-bc18-232f1d9d9e2b,2026-05-13,PS Bruno,,Extra,Lazer,775.0,Pix,False
0648a3bf-92be-4125-bdd7-cdbc1c43056a,2026-05-13,Montagem Moveis,Movel Renato / Agaya,Extra,Gastos inesperados,160.0,Pix,False
4e58495d-90e0-420e-85eb-c9ca7b890fd4,2026-05-13,Tenis casamento,,Extra,Gastos inesperados,110.0,Cartão Renato,False
6be10a27-dd1e-438e-a740-1b78e6564d48,2026-05-13,Paia,,Entretenimento,Lazer,32.0,Cartão Renato,False
77c39f54-d9ec-4405-ac3a-ba281140045a,2026-05-13,Psicologa,,Cuidados pessoais,Saúde,100.0,Pix,False
f29c7171-6a14-449e-bcae-98c52b31f6e9,2026-05-13,Patrocinio,,Alimentação,Mercado,16.81,Cartão Renato,False
7430a1cf-913d-4f00-ad7a-f71124f284ff,2026-05-13,Beck,,Alimentação,Mercado,7.49,Cartão Renato,False
1084a457-622b-4766-b318-8eb9a8f37e87,2026-05-13,Patrocinio,,Alimentação,Mercado,20.53,Cartão Renato,False
6e645ffe-3f91-4c0b-b42a-f5a2b930a64c,2026-05-13,Beck,,Alimentação,Mercado,11.49,Cartão Renato,False
7c8fc3dd-b193-4ec4-a5b9-923735fda436,2026-05-15,Marmita,,Alimentação,Mercado,23.0,Cartão Renato,False
