id,data,descricao,nota,categoria,grupo,valor,conta_cartao,recorrente
cd686ba7-3bdd-4845-ac48-89a975f0bee8,2026-06-08,Paia,,Entretenimento,Entretenimento,65.0,Cartão Renato,False
f6bd4a33-69d9-40b8-8f68-0885a2916b94,2026-06-08,Giba,,Extra,Gastos inesperados,2.6,Cartão Renato,False
e016e3d5-aeba-4336-95ed-76b70417fc70,2026-06-08,Alcool,,Transporte,Transporte,100.0,Cartão Renato,False
222a9a12-31db-4396-bfec-dd4443bce041,2026-06-08,Raia,,Saúde,Farmácia,37.8,Cartão Renato,False
549fef18-b7dc-42d9-8038-de5f2c2bcda9,2026-06-08,Pizza,,Alimentação,Comida,64.0,Cartão Renato,False
7d9f56d5-4672-4007-9bbd-21373a930770,2026-06-08,P.O,,Alimentação,Comida,49.5,Cartão Renato,False
746b5b7b-330d-459e-b2da-b0cff2801998,2026-06-08,Sassa,,Alimentação,Comida,35.0,Cartão Renato,False
c9f90ecf-640f-47dc-8a18-6d72c28a3656,2026-06-08,Tio Rosvaldo,,Entretenimento,Entretenimento,61.0,Pix,False
715e4792-fc6a-446a-a1eb-b562b1935f0f,2026-06-08,Psicologa,,Cuidados pessoais,Saúde,100.0,Pix,False
8b60d3d8-53b2-4978-8499-270f6e77c72c,2026-06-12,Carnes,,Alimentação,Mercado,204.79,Cartão Ana,False
834f7f40-3eb3-40a9-9bea-6b032f7cb6e2,2026-06-12,Emporio,,Alimentação,Mercado,53.0,Cartão Renato,False
07b20e19-e757-4df2-9bdd-bb4220e19bed,2026-06-12,Beck,,Alimentação,Mercado,8.65,Cartão Renato,False
6c25c121-a867-4bdf-a8e4-1cfdb9092aa1,2026-06-12,Amarelinha,,Alimentação,Mercado,17.5,Cartão Renato,False
595d1f6a-2eb3-4c06-af77-005689b2ae11,2026-06-12,Patrocinio,26.36,Alimentação,Mercado,17.5,Cartão Renato,False
3b733d8d-0b77-4cea-8361-851e65c362ec,2026-06-12,Patrocinio,,Alimentação,Mercado,26.36,Cartão Renato,False
17e6af34-6ecd-4965-b141-f073c552a13b,2026-06-12,Tiaozinho,,Alimentação,Mercado,56.47,Cartão Renato,False
77b81535-b131-4444-b38a-52c91b31100c,2026-06-12,Ovos,,Alimentação,Mercado,45.0,Pix,False
cca09319-9477-45d8-9bd7-1b1a992c92a9,2026-06-16,Beck,,Alimentação,Mercado,8.65,Cartão Renato,False
de8c51e3-8129-44eb-a79c-ea75f4c632ce,2026-06-16,Patrocinio,,Alimentação,Mercado,27.12,Cartão Renato,False
cd543b44-027b-4626-900e-7cfa88817df7,2026-06-16,Amarelinha,,Alimentação,Mercado,85.77,Cartão Renato,False
87ed815d-2120-46f3-b199-6d23d0b6b60d,2026-06-06,Farmacia,,Cuidados pessoais,Farmácia,62.0,Cartão Ana,False
e358b71b-8f2e-4355-ba91-1724bc2d6e35,2026-06-06,Mercado,,Alimentação,Mercado,22.5,Cartão Ana,False
bea48b37-0d93-4cc4-8f83-7cf4e05506b0,2026-06-06,Amazon,,Alimentação,Mercado,12.15,Cartão Ana,False
